datetime,date,lowest_price_per_mwh,highest_price_per_mwh,eic_count,installed_capacity,euros_per_mwh,hours_ahead,temperature,dewpoint,cloudcover_high,cloudcover_low,cloudcover_mid,cloudcover_total,10_metre_u_wind_component,10_metre_v_wind_component,direct_solar_radiation,surface_solar_radiation_downwards,snowfall,total_precipitation,dayofyear,hour,day,weekday,month,year,segment,sin(dayofyear),cos(dayofyear),sin(hour),cos(hour),target
2021-09-03 02:00:00,2021-09-03,45.62,46.29,6.0,324.2,93.88,27.0,12.76211,8.232019,0.0023727417,0.5857951,0.9861819,0.99476314,5.515421,-5.2192793,0.0,0.0,0.0,3.5839912e-05,246,2,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,0.5,0.8660254,0.0
2021-09-03 03:00:00,2021-09-03,45.62,46.29,6.0,324.2,92.25,28.0,12.14419,7.6101317,0.0,0.5042267,0.97696817,0.98331016,4.947336,-6.1665354,0.63277775,1.4241667,0.0,0.00015115738,246,3,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,0.70710677,0.70710677,0.0
2021-09-03 04:00:00,2021-09-03,45.62,46.29,6.0,324.2,91.83,29.0,11.604944,6.023462,0.0039405823,0.33555603,0.98250127,0.9833346,4.134179,-6.5837507,10.708889,17.754168,0.0,8.628177e-05,246,4,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,0.8660254,0.5,0.0
2021-09-03 05:00:00,2021-09-03,45.62,46.29,6.0,324.2,98.62,30.0,11.326136,4.8666625,0.0,0.08659233,0.83909607,0.8485918,3.87691,-6.6052094,12.503333,47.392776,0.0,1.7413666e-05,246,5,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,0.9659258,0.25881904,0.0
2021-09-03 06:00:00,2021-09-03,45.62,46.29,6.0,324.2,128.94,31.0,11.013453,5.0315795,0.0,0.15635207,0.18969727,0.29818714,2.930882,-7.0504446,97.310555,116.04472,0.0,1.3015233e-07,246,6,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,1.0,6.123234e-17,0.003
2021-09-03 07:00:00,2021-09-03,45.62,46.29,6.0,324.2,150.0,32.0,11.549036,5.520105,0.0,0.24981216,0.025466919,0.25497147,2.209228,-7.3044643,631.36194,399.9375,0.0,8.4906584e-05,246,7,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,0.9659258,-0.25881904,0.03
2021-09-03 08:00:00,2021-09-03,45.62,46.29,6.0,324.2,146.38,33.0,11.873438,5.7187743,0.0,0.16759023,0.048294067,0.17570734,1.6966026,-6.6153564,655.9153,482.21582,0.0,2.3591798e-05,246,8,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,0.8660254,-0.5,0.511
2021-09-03 09:00:00,2021-09-03,45.62,46.29,6.0,324.2,130.8,34.0,12.216089,5.216333,0.0,0.44426158,0.062690735,0.46003866,1.4948132,-6.494193,671.9911,518.2275,0.0,2.8630951e-05,246,9,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,0.70710677,-0.70710677,5.545
2021-09-03 10:00:00,2021-09-03,45.62,46.29,6.0,324.2,118.92,35.0,12.511835,4.575464,0.0,0.78131104,2.2888184e-05,0.78130555,1.4653345,-6.4446735,516.79114,480.4761,0.0,7.867813e-06,246,10,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,0.5,-0.8660254,8.463
2021-09-03 11:00:00,2021-09-03,45.62,46.29,6.0,324.2,113.0,36.0,12.766504,4.1249022,0.0,0.7663498,0.059196472,0.7669144,1.765406,-6.1167545,389.68,434.64,0.0,0.0,246,11,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,0.25881904,-0.9659258,22.223
2021-09-03 12:00:00,2021-09-03,45.62,46.29,6.0,324.2,107.84,37.0,12.82696,3.589868,0.0,0.760437,0.635025,0.7941022,2.3849287,-5.791054,292.45334,343.59555,0.0,-3.548339e-07,246,12,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,1.2246469e-16,-1.0,29.554
2021-09-03 13:00:00,2021-09-03,45.62,46.29,6.0,324.2,100.99,38.0,12.640192,3.32406,0.0,0.32856855,0.49510956,0.5391675,2.2772846,-5.3035,128.96889,222.38222,0.0,3.5725534e-06,246,13,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,-0.25881904,-0.9659258,31.534
2021-09-03 14:00:00,2021-09-03,45.62,46.29,6.0,324.2,97.97,39.0,12.526728,3.2071166,0.0,0.17628983,0.29252753,0.3322178,2.2782345,-4.638694,366.10223,218.52,0.0,1.6996637e-08,246,14,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,-0.5,-0.8660254,23.98
2021-09-03 15:00:00,2021-09-03,45.62,46.29,6.0,324.2,105.05,40.0,12.021967,3.4059691,0.0,0.20170338,0.2992403,0.33020663,2.0738726,-4.3213778,360.22223,139.78667,0.0,1.5114201e-05,246,15,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,-0.70710677,-0.70710677,23.422
2021-09-03 16:00:00,2021-09-03,45.62,46.29,6.0,324.2,112.44,41.0,11.194605,3.3838744,0.0,0.18074036,0.47209364,0.51246995,2.2954583,-4.4287615,196.86223,47.622223,0.0,1.5093479e-05,246,16,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,-0.8660254,-0.5,25.61
2021-09-03 17:00:00,2021-09-03,45.62,46.29,6.0,324.2,122.66,42.0,10.4439945,3.803186,0.0,0.22633362,0.362854,0.45134735,2.0217059,-4.585374,8.462222,1.1333333,0.0,1.4349585e-05,246,17,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,-0.9659258,-0.25881904,15.355
2021-09-03 18:00:00,2021-09-03,45.62,46.29,6.0,324.2,138.0,43.0,10.133997,3.7601562,0.0,0.24079132,0.27147675,0.38137817,1.2618644,-4.1466074,0.0,0.0,0.0,1.4413381e-05,246,18,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,-1.0,-1.8369701e-16,6.986
2021-09-03 19:00:00,2021-09-03,45.62,46.29,6.0,324.2,158.51,44.0,9.815088,3.6542602,0.0,0.24333954,0.16422272,0.29595184,1.059423,-3.6484318,0.0,0.0,0.0,1.4376594e-05,246,19,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,-0.9659258,0.25881904,0.62
2021-09-03 20:00:00,2021-09-03,45.62,46.29,6.0,324.2,133.88,45.0,9.651636,3.589929,0.0,0.11102295,0.109046936,0.15938568,1.2813816,-3.5014906,0.0,0.0,0.0,5.424954e-08,246,20,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,-0.8660254,0.5,0.008
2021-09-03 21:00:00,2021-09-03,45.62,46.29,6.0,324.2,87.47,46.0,9.636133,3.6545043,0.0,0.09503937,0.08010101,0.11817169,1.5409362,-3.9089603,0.0,0.0,0.0,4.398171e-07,246,21,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,-0.70710677,0.70710677,0.0
2021-09-03 22:00:00,2021-09-03,45.62,46.29,6.0,324.2,87.45,47.0,9.492395,3.4727416,0.0,0.08972931,0.07080841,0.11161804,1.1545129,-4.324396,0.0,0.0,0.0,-4.7683716e-07,246,22,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,-0.5,0.8660254,0.0
2021-09-03 23:00:00,2021-09-03,45.62,46.29,6.0,324.2,94.51,36.0,9.05282,3.8571715,0.0,0.033576965,0.026416779,0.051525116,1.164355,-3.545383,0.0,0.0,0.0,0.0,246,23,3,5,9,2021,6_1_3_0,-0.8826788,-0.46997675,-0.25881904,0.9659258,0.0
2021-09-04 00:00:00,2021-09-04,45.85,46.4,6.0,324.2,86.2,25.0,8.965357,4.103601,0.0,0.014587402,0.014419556,0.021705627,1.5939693,-2.972354,0.0,0.0,0.0,0.0,247,0,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,0.0,1.0,0.0
2021-09-04 01:00:00,2021-09-04,45.85,46.4,6.0,324.2,86.15,26.0,8.685083,4.0350585,0.0,0.002380371,0.009757996,0.011138916,1.4682615,-2.9601831,0.0,-0.07055555,0.0,0.0,247,1,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,0.25881904,0.9659258,0.0
2021-09-04 02:00:00,2021-09-04,45.85,46.4,6.0,324.2,86.11,27.0,8.266382,4.010156,0.0,0.0052337646,0.006866455,0.0090408325,1.314585,-2.8279457,0.0,0.0,0.0,0.0,247,2,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,0.5,0.8660254,0.0
2021-09-04 03:00:00,2021-09-04,45.85,46.4,6.0,324.2,81.98,28.0,8.266748,4.202356,0.0,0.026641846,0.014045715,0.032562256,1.1890136,-2.8133278,46.155556,4.5344443,0.0,0.0,247,3,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,0.70710677,0.70710677,0.0
2021-09-04 04:00:00,2021-09-04,45.85,46.4,6.0,324.2,86.18,29.0,9.648096,5.127954,0.0,0.034454346,0.04346466,0.06291962,1.1845012,-3.085044,306.83307,73.24555,0.0,2.3841858e-07,247,4,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,0.8660254,0.5,0.0
2021-09-04 05:00:00,2021-09-04,45.85,46.4,6.0,324.2,91.39,30.0,10.957483,5.515039,0.0,0.020179749,0.044418335,0.053344727,1.2393963,-3.5784922,514.6655,189.61278,0.0,2.3841858e-07,247,5,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,0.9659258,0.25881904,0.0
2021-09-04 06:00:00,2021-09-04,45.85,46.4,6.0,324.2,122.46,31.0,11.587244,5.1025023,0.0,0.040359497,0.045677185,0.06842041,1.0690963,-4.3167515,649.04333,313.79443,0.0,2.8133392e-05,247,6,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,1.0,6.123234e-17,0.007
2021-09-04 07:00:00,2021-09-04,45.85,46.4,6.0,324.2,136.0,32.0,12.043238,4.723047,0.0,0.10987091,0.11299896,0.17549896,1.0857856,-4.5828648,723.3614,429.08612,0.0,4.9114227e-05,247,7,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,0.9659258,-0.25881904,0.563
2021-09-04 08:00:00,2021-09-04,45.85,46.4,6.0,324.2,134.7,33.0,12.253992,4.5212646,0.0,0.118582524,0.18017578,0.21910965,1.3788149,-4.6493073,726.2,502.04028,0.0,6.3146974e-05,247,8,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,0.8660254,-0.5,7.459
2021-09-04 09:00:00,2021-09-04,45.85,46.4,6.0,324.2,123.13,34.0,12.492609,4.1945434,0.0,0.1987262,0.15237427,0.2503669,1.6239997,-4.5191965,690.64,516.3325,0.0,2.531198e-05,247,9,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,0.70710677,-0.70710677,16.556
2021-09-04 10:00:00,2021-09-04,45.85,46.4,6.0,324.2,109.03,35.0,12.612696,4.0710692,0.0,0.15618318,0.15238021,0.20735516,1.7224789,-4.5116835,668.2711,524.13055,0.0,1.2927238e-05,247,10,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,0.5,-0.8660254,22.863
2021-09-04 11:00:00,2021-09-04,45.85,46.4,6.0,324.2,99.02,36.0,12.676813,3.8284545,0.0,0.18295288,0.19210775,0.25217345,1.8660736,-4.434243,687.10223,516.4,0.0,1.5374986e-05,247,11,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,0.25881904,-0.9659258,24.593
2021-09-04 12:00:00,2021-09-04,45.85,46.4,6.0,324.2,89.62,37.0,12.604883,3.450952,0.0,0.23254395,0.22348925,0.3006744,1.9997272,-4.526802,654.23114,454.5289,0.0,7.847324e-06,247,12,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,1.2246469e-16,-1.0,10.967
2021-09-04 13:00:00,2021-09-04,45.85,46.4,6.0,324.2,88.48,38.0,12.230768,3.7752929,0.0,0.20742035,0.2642523,0.32131633,2.0050793,-4.5237093,563.24445,351.38666,0.0,0.0001487753,247,13,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,-0.25881904,-0.9659258,19.21
2021-09-04 14:00:00,2021-09-04,45.85,46.4,6.0,324.2,88.39,39.0,11.9248295,3.7994628,0.0,0.24607086,0.31369704,0.3578453,1.7900229,-4.231906,458.28888,235.61333,0.0,4.6130983e-05,247,14,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,-0.5,-0.8660254,52.03
2021-09-04 15:00:00,2021-09-04,45.85,46.4,6.0,324.2,89.92,40.0,11.141809,5.073877,0.0,0.111400604,0.30399412,0.3256262,1.4531765,-3.2906485,338.58667,131.97333,0.0,0.00010466785,247,15,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,-0.70710677,-0.70710677,48.29
2021-09-04 16:00:00,2021-09-04,45.85,46.4,6.0,324.2,92.32,41.0,9.9977665,4.6582274,0.0,0.14391708,0.32760662,0.3587193,1.173526,-2.648387,181.5689,44.92889,0.0,3.194809e-05,247,16,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,-0.8660254,-0.5,38.179
2021-09-04 17:00:00,2021-09-04,45.85,46.4,6.0,324.2,119.01,42.0,9.277185,3.9323974,0.0,0.17388916,0.2773693,0.32589093,1.0300529,-2.517558,9.031111,0.7111111,0.0,1.4450052e-08,247,17,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,-0.9659258,-0.25881904,21.917
2021-09-04 18:00:00,2021-09-04,45.85,46.4,6.0,324.2,131.57,43.0,9.123316,3.612451,0.0,0.23888779,0.3210907,0.40968478,1.0663242,-2.6675835,0.0,0.0,0.0,2.3841858e-06,247,18,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,-1.0,-1.8369701e-16,8.793
2021-09-04 19:00:00,2021-09-04,45.85,46.4,6.0,324.2,143.93,44.0,8.53573,3.7050414,0.0,0.24996185,0.3116455,0.42219365,0.91597366,-2.4325933,0.0,0.0,0.0,1.1920929e-06,247,19,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,-0.9659258,0.25881904,0.812
2021-09-04 20:00:00,2021-09-04,45.85,46.4,6.0,324.2,143.38,45.0,7.9917235,3.9287963,0.0,0.19384003,0.29120636,0.37974074,0.8132372,-2.534543,0.0,0.0,0.0,5.722046e-06,247,20,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,-0.8660254,0.5,0.003
2021-09-04 21:00:00,2021-09-04,45.85,46.4,6.0,324.2,129.94,46.0,7.761621,3.9394164,0.0,0.1723175,0.32965088,0.38884735,0.5857754,-2.2630196,0.0,0.0,0.0,1.1920929e-06,247,21,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,-0.70710677,0.70710677,0.0
2021-09-04 22:00:00,2021-09-04,45.85,46.4,6.0,324.2,120.96,47.0,7.539453,3.8474364,0.0,0.17242432,0.35562134,0.41207385,0.64293003,-2.3146057,0.0,0.0,0.0,7.1525574e-07,247,22,4,6,9,2021,6_1_3_0,-0.89061654,-0.45475513,-0.5,0.8660254,0.0
